"businessId","address","category","city","insertedAtTimestamp","Latitude","Longitude","name","phone","rating","reviewCount","url","zipcode"
"uVfOB37NyYEGRs5FITM-nQ","221 Smith St","latin","Brooklyn","2022-10-19 15:20:09","40.68431","'-73.99197","Leyenda","'+13479873260","4","301","https://www.yelp.com/biz/leyenda-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11201"
"qr5EApBIWxyXOggUUfNSLg","37-05 31st Ave.","japanese","Astoria","2022-10-19 15:56:28","40.76215","'-73.9183","JJ’s Fusion","'+17186268888","5","1","https://www.yelp.com/biz/jj-s-fusion-astoria?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11103"
"G5YZ7UcqCEYtezOxEETZjQ","372 Fulton St","tradamerican","Brooklyn","2022-10-19 15:14:52","40.691328","'-73.987861","Gage and Tollner","'+13476893677","4","128","https://www.yelp.com/biz/gage-and-tollner-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11201"
"VC1udoc_sbHdFaBr0-bMsA","1378 1st Ave","indpak","New York","2022-10-19 15:24:00","40.76873","'-73.9549","Bombay Chowk","'+12122494111","4","139","https://www.yelp.com/biz/bombay-chowk-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10021"
"D1V7ZadUtUPuYYlpDA1BOQ","570 8th Ave","japanese","New York","2022-10-19 15:47:05","40.75472","'-73.99129","Sakura Of Japan","'+12123984646","4","37","https://www.yelp.com/biz/sakura-of-japan-new-york-6?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10018"
"7FeUdDizBscZueMDaKdjGQ","1570 2nd Ave","chinese","New York","2022-10-19 16:08:58","40.77493","'-73.95366","Ellie's Chinese Restaurant","'+15167151692","3","17","https://www.yelp.com/biz/ellies-chinese-restaurant-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10028"
"Ry9w-jFALWYhazi6jjyIKw","190 Dean St","italian","Brooklyn","2022-10-19 15:29:31","40.68562","'-73.98587","Rucola","'+17185763209","4","542","https://www.yelp.com/biz/rucola-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11217"
"pqebqpVTT8bR_s9iEu8dOA","218 E 10th St","japanese","New York","2022-10-19 15:52:23","40.72924","'-73.9858","Curry-Ya","'+12129952877","4","751","https://www.yelp.com/biz/curry-ya-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10003"
"BtsXojrMtfLRhhFK7rm35A","1007 50th Ave","szechuan","Long Island City","2022-10-19 16:00:32","40.742827","'-73.953575","Hupo","'+17182556722","4.5","192","https://www.yelp.com/biz/hupo-long-island-city-11?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11101"
"1fVp9c5Vw04ig171a_juRw","602 Marcy Ave","chinese","Brooklyn","2022-10-19 16:06:26","40.694007","'-73.949259","U Like","'+17182439096","4","53","https://www.yelp.com/biz/u-like-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11206"
"0A1hofERxPqGyOHk6KvrJA","713 Newark Ave","indpak","Jersey City","2022-10-19 15:28:34","40.734925","'-74.061316","Tandoori Tadka","'+12019185203","3","4","https://www.yelp.com/biz/tandoori-tadka-jersey-city?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","07306"
"S3ZAZrpakAUs8sVUb6ving","81 St Marks Pl","comfortfood","New York","2022-10-19 15:17:51","40.72782","'-73.98551","Little Kirin","'+16463989733","5","63","https://www.yelp.com/biz/little-kirin-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10003"
"pwzLpR9ys1NkE3ppjT88MQ","174 Elizabeth St","italian","New York","2022-10-19 15:43:27","40.7210205244336","'-73.994662","Pietro Nolita","'+16469984999","3.5","592","https://www.yelp.com/biz/pietro-nolita-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10012"
"l1JScxc5eWUYFmFl6sODgg","70 Pine St","chinese","New York","2022-10-19 16:06:45","40.706505","'-74.007773","Vanessa's Dumpling House","'+19172614531","3","31","https://www.yelp.com/biz/vanessas-dumpling-house-new-york-4?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10005"
"aVU9U42HO0XWgvj5s_wYZQ","74-27 37th Ave","italian","Jackson Heights","2022-10-19 15:40:45","40.749183","'-73.8910294","Romeo's Italian Restaurant","'+17184582174","3.5","69","https://www.yelp.com/biz/romeos-italian-restaurant-jackson-heights?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11372"
"fjEtp-z1094fCTzL_tMDAw","165 E Broadway","chinese","New York","2022-10-19 16:06:12","40.71395","'-73.98996","Cheong Fun Cart On Rutgers","","4.5","6","https://www.yelp.com/biz/cheong-fun-cart-on-rutgers-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10002"
"xbrQ2dHuQoFJmNxAuOky4A","31 Great Jones St","italian","New York","2022-10-19 15:31:08","40.72693","'-73.99319","Vic's","'+12122535700","4","543","https://www.yelp.com/biz/vics-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10012"
"z4CzSOnngC2RaTEC_BgUWA","554 Vanderbilt Ave","pizza","Brooklyn","2022-10-19 15:41:58","40.6800799","'-73.96832","Cataldo's Restaurant","'+17188576700","4","253","https://www.yelp.com/biz/cataldos-restaurant-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11238"
"w5OkGoc_gcA3EA399aV1Jg","809 Newark Ave","indpak","Jersey City","2022-10-19 15:27:57","40.73543","'-74.06535","Sri Ganesh's Dosa House","'+12012223883","3.5","195","https://www.yelp.com/biz/sri-ganeshs-dosa-house-jersey-city?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","07306"
"csVEpHy5KJoFvM1qp5XwLQ","163 East 33rd St","french","New York","2022-10-19 15:14:16","40.7454079308793","'-73.9791478306885","Le Parisien","'+12128895489","4","1039","https://www.yelp.com/biz/le-parisien-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10016"
"Pj7vKy-QJBwUokCMji2MZQ","300 Grand St","chinese","New York","2022-10-19 16:05:35","40.71761","'-73.99168","Delight Wong","","3.5","25","https://www.yelp.com/biz/delight-wong-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10002"
"NebgteFykeM1gwiVgPcCHw","3600 Broadway","chinese","New York","2022-10-19 16:00:16","40.828384","'-73.948674","The Handpulled Noodle","'+19172620213","4","1088","https://www.yelp.com/biz/the-handpulled-noodle-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10031"
"MJwyoXJrN7UmqWcWQ5rG1w","587 Malcolm X Blvd","chinese","New York","2022-10-19 16:13:37","40.8175143","'-73.9386375","King Chef","'+12122816688","3.5","6","https://www.yelp.com/biz/king-chef-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10037"
"xFp3xSQ43J-i7nmJfNBsZA","43 W 24th St","sushi","New York","2022-10-19 15:44:45","40.7433","'-73.99137","Norikoh","'+16462308191","4","616","https://www.yelp.com/biz/norikoh-new-york-8?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10010"
"0zpYCNSsGOo6j7s0j1AKWg","43-31 33rd St","japacurry","Long Island City","2022-10-19 15:55:47","40.745366","'-73.931413","Go Go Curry Queens Express","'+17187668884","1","3","https://www.yelp.com/biz/go-go-curry-queens-express-long-island-city-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11101"
"XaEFFUabnbH8ZF7ccmSAlQ","16 W 8th St","chinese","New York","2022-10-19 16:08:41","40.73264","'-73.99752","South Of The Clouds","'+12128889653","4","233","https://www.yelp.com/biz/south-of-the-clouds-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10011"
"SzH79XjUPoTYBnE3dybRsw","1238 Prospect Ave","mediterranean","Brooklyn","2022-10-19 15:38:39","40.65287","'-73.97631","Della","'+17186330249","4","138","https://www.yelp.com/biz/della-brooklyn-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11218"
"qNmHq3ST2bBinAN-TatwSg","727 Flushing Ave","japanese","Brooklyn","2022-10-19 15:51:39","40.7004883125668","'-73.9435394480824","Mirakuya - Brooklyn","'+17185763279","4","69","https://www.yelp.com/biz/mirakuya-brooklyn-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11206"
"FsHqkVb0kmLq1VW7P-xz1A","1077 Flushing Ave","asianfusion","Brooklyn","2022-10-19 15:58:44","40.70465","'-73.9292399","Tomo Japanese Fusion","'+17184563695","3","176","https://www.yelp.com/biz/tomo-japanese-fusion-brooklyn-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11237"
"busL3obPpNkF5a9ISfO5wQ","713 Newark Ave","halal","Jersey City","2022-10-19 15:28:38","40.734945","'-74.0612918","Ujala Kabab Restaurant 2","'+12019185203","3.5","3","https://www.yelp.com/biz/ujala-kabab-restaurant-2-jersey-city?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","07306"
"ktMtLr8mp4K7IGxUgCTs6Q","635 9th Ave","italian","New York","2022-10-19 15:31:46","40.76021745303923","'-73.99156281784906","Bocca di Bacco","'+12122622525","4.5","5","https://www.yelp.com/biz/bocca-di-bacco-new-york-12?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10036"
"XH2CNWlLU2HXROsT5NkCmA","835 Third Ave","hotdogs","New York","2022-10-19 16:05:55","40.75624","'-73.97012","Panda Express","'+12123552821","3","124","https://www.yelp.com/biz/panda-express-new-york-19?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10022"
"enDIsmxSG2bQccQWgGNcbg","5-50 50th Ave","coffee","Long Island City","2022-10-19 15:45:17","40.74259","'-73.9546699","Takumen","'+17183617973","4","277","https://www.yelp.com/biz/takumen-long-island-city-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11101"
"NUFdHBhmlzJAZv0IpYuOoA","121 W 19th St","sushi","New York","2022-10-19 15:51:39","40.74081","'-73.99509","Sushi Tokyo Chelsea","'+12126334330","4","40","https://www.yelp.com/biz/sushi-tokyo-chelsea-new-york-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10011"
"WtaM26GHmDBiUpVB4lnl2w","2915 Fulton St","indpak","Brooklyn","2022-10-19 15:25:17","40.679361","'-73.887147","The Roti Shack","'+17189287040","4","1","https://www.yelp.com/biz/the-roti-shack-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11207"
"KEEXuHCYhsQJ-zpJhu98bA","1435 Broadway","pizza","New York","2022-10-19 15:20:34","40.7547","'-73.98696","Joe's Pizza","'+16465594878","4","1639","https://www.yelp.com/biz/joes-pizza-new-york-148?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10018"
"1xJV03v3g3oP3G5oDlWuoQ","68 Greenpoint Ave","vietnamese","Brooklyn","2022-10-19 15:16:08","40.72969","'-73.95827","Di An Di","'+17185763914","4","291","https://www.yelp.com/biz/di-an-di-brooklyn-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11222"
"bgMbt6XbOaAu5VNXr5kCdQ","2179 3rd Ave","indpak","New York","2022-10-19 15:24:07","40.79965","'-73.93855","Polash","'+12124100276","4","223","https://www.yelp.com/biz/polash-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10035"
"fyC2cBsQ0FsMJmv0jSworg","1304 2nd Ave","pizza","New York","2022-10-19 15:34:04","40.76652","'-73.9598","Donna Margherita","'+12127721169","4.5","150","https://www.yelp.com/biz/donna-margherita-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10065"
"jRiMLcjWiNfGJlQbu12-HQ","1075A Liberty Ave","indpak","Brooklyn","2022-10-19 15:26:34","40.678554","'-73.869642","Finest Food House","'+17187087611","4.5","3","https://www.yelp.com/biz/finest-food-house-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11208"
"jRZ3SuJ--vimE47dna3J7Q","595 River Rd","japanese","Edgewater","2022-10-19 15:55:40","40.81617969251635","'-73.9798458527666","Hannosuke","'+12019451612","3.5","144","https://www.yelp.com/biz/hannosuke-edgewater-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","07020"
"gNmF50bsYnpVQCNXoW02mg","202 Centre St","dimsum","New York","2022-10-19 16:03:08","40.71882649220873","'-73.99901858958395","Jing Fong Restaurant","'+12129645256","4","78","https://www.yelp.com/biz/jing-fong-restaurant-new-york-3?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10013"
"v9bbNVQUA0OJzJKAcn_r4w","292 Bedford Ave","australian","Brooklyn","2022-10-19 15:18:25","40.71444505961235","'-73.9615832","Hole In The Wall","'+19292958361","4.5","121","https://www.yelp.com/biz/hole-in-the-wall-williamsburg-brooklyn?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11249"
"dpCSDy9uefOEcY44FHss2Q","51 W 35th St","korean","New York","2022-10-19 16:05:10","40.7501219","'-73.9862269","Hyo Dong Gak","'+12126956674","3.5","433","https://www.yelp.com/biz/hyo-dong-gak-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10001"
"pehKHPaU7Zgqf5SQ0MZmLA","303 5th Ave.","japanese","New York","2022-10-19 15:55:22","40.7466099","'-73.98568","Bread & Butter","'+12124480444","2.5","229","https://www.yelp.com/biz/bread-and-butter-new-york-13?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10001"
"9T8Ootw4aqmaO42gI-wBSA","1606 1st Ave","italian","New York","2022-10-19 15:32:10","40.775079766410514","'-73.95047928303218","Botte UES","'+12122070052","4","70","https://www.yelp.com/biz/botte-ues-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10028"
"8JDwcklaawqYprHg0c9aIA","188 Montrose Ave","comfortfood","Brooklyn","2022-10-19 15:15:32","40.70734","'-73.94186","The Brooklyn Tree","'+19179090307","4.5","198","https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11206"
"R1eZIyH8dOECfqUGGcANdQ","112 E 116th St","chinese","New York","2022-10-19 16:14:20","40.7987632751465","'-73.9426727294922","Red Star Restaurant","'+12128608883","3.5","22","https://www.yelp.com/biz/red-star-restaurant-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10029"
"9yTwuznxkJo9JZl7KBZ0zw","536 E 14th St","japanese","New York","2022-10-19 16:05:58","40.729499","'-73.978765","Hibachi Express","'+19172617701","3.5","25","https://www.yelp.com/biz/hibachi-express-new-york-17?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10009"
"sjOp9UbbfKbohpEjQt2JRg","120 Mt Eden Ave","chinese","Bronx","2022-10-19 16:06:45","40.84323","'-73.91249","King Dragon","'+17187313188","4.5","8","https://www.yelp.com/biz/king-dragon-bronx-4?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10452"
"8hxvfFZH4kPp35kH5DhnIw","165 W 72nd St","japanese","New York","2022-10-19 15:58:02","40.7785911560059","'-73.9808349609375","Kumo Sushi","'+12125805900","3","184","https://www.yelp.com/biz/kumo-sushi-new-york-4?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10023"
"FXDMFBM-rV2s5MHzA33d2g","764 9th Ave","indpak","New York","2022-10-19 15:24:07","40.76415","'-73.98806","Bombay Grill House","'+12129771010","4","305","https://www.yelp.com/biz/bombay-grill-house-new-york-3?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10019"
"c1kKAH9XMPNeaBhvnIP0FQ","115 Broadway","bars","New York","2022-10-19 15:12:01","40.708865","'-74.01117","Trinity Place","'+12129640939","4","397","https://www.yelp.com/biz/trinity-place-new-york-3?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10006"
"uPW_isMEB92IDrX04pLK1g","37-66 74th St","indpak","Jackson Heights","2022-10-19 15:27:55","40.7471","'-73.89176","Delhi Heights","'+17185071111","3.5","331","https://www.yelp.com/biz/delhi-heights-jackson-heights-2?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","11372"
"loLFoBWWXfpFu9fOdWebHQ","2825 Frederick Douglass Blvd","chinese","New York","2022-10-19 16:09:21","40.82645","'-73.93951","Yong Sheng","'+12128622702","4","12","https://www.yelp.com/biz/yong-sheng-new-york?adjust_creative=IOLsXiNGCmjb1rI-Kq-Wog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IOLsXiNGCmjb1rI-Kq-Wog","10039"
